id,vayu,source,answer,desc
196,【Z2】,第一届随蓝知识竞赛,茱萸,"这种植物又名艾子，常绿带香，有杀虫祛寒的功能。古时候重阳节登高经常佩戴装有它的布袋。"
197,【W3】,第一届随蓝知识竞赛,万维网,"这是环球信息网，即www的另一个中文译名，该翻译的三个字的声母也均为W"
198,【X5】,第一届随蓝知识竞赛,翔鸟鸣北林,"这句诗是作者睡不着起来弹琴所写，他听到了飞鸟在树林鸣叫。上句是“孤鸿号外野”。"
199,【B7】,第一届随蓝知识竞赛,白帝城高急暮砧,"这句诗写的是在西南的一座城市，人们在晚上忙着制作寒衣的场景。出自杜甫的《秋兴八首》。"
200,【X2】,第一届随蓝知识竞赛,璇玑,"1.穴位 2.帝权 3.北斗 4.苏蕙"
201,【M7】,第一届随蓝知识竞赛,梅须逊雪三分白,"《红楼梦》中林黛玉曾化用这句诗来描写白海棠，这句诗本身对比了两个争春的意象。出自卢梅坡的《雪梅》，下句是“雪却输梅一段香”。"
202,【D2】,第一届随蓝知识竞赛,东风,"1.破 2.春季 3.把酒 4.赤壁"
203,【S4】,第一届随蓝知识竞赛,四库全书,"这部丛书分经史子集四部，于乾隆时期由纪昀等人编纂。"
204,【H7】,第一届随蓝知识竞赛,画眉深浅入时无,"这句诗表面上是问妆容，实际问的是考试情况。上句是“妆罢低声问夫婿”。"
205,【L4】,第一届随蓝知识竞赛,洛伦兹力,"这个词指的是运动电荷在磁场中所受到的力，运动方向可用左手定则判断。"
206,【M4】,第一届随蓝知识竞赛,木牛流马,"这是一种运输工具，传说由诸葛亮发明用于运载军粮。"
207,【G7】,第一届随蓝知识竞赛,归来倚杖自叹息,"这句诗写的是作者遭遇恶劣天气和熊孩子后独自回家的无助。作者是杜甫，他只能唉声叹气。"
208,【Q3】,第一届随蓝知识竞赛,秦罗敷,"这个名字在《孔雀东南飞》和《陌上桑》中都有提及，其中在《陌上桑》中这是主角的名字。"
209,【Y2】,第一届随蓝知识竞赛,叶子,"1.植物 2.牌 3.阿桑 4.主持人"
210,【Y3】,第一届随蓝知识竞赛,阳明山,"这是一座山，在湖南和台湾都有同名建筑。其中台湾的该山名字来源于思想家王守仁"
211,【G4】,第一届随蓝知识竞赛,过氧化氢,"这种物质的纯液体为淡蓝色，可与水互溶，是一种强氧化剂，水溶液为无色，能用于伤口消毒，俗称双氧水。"
212,【Q7】,第一届随蓝知识竞赛,青草池塘处处蛙,"这是诗人等人时听到的动物鸣叫。他等的是下棋的对手。"
213,【L3】,第一届随蓝知识竞赛,露华浓,"这一彩妆品牌成立于纽约，于1996年进入中国，其英文Revlon被翻译为李白《清平调词》里的一个词。在“云想衣裳花想容”下句出现。"
214,【H5】,第一届随蓝知识竞赛,回首白云低,"这句诗是作者在7岁所写，描写了从山顶看到的云彩，是寇准登华山所写。"
215,【B2】,第一届随蓝知识竞赛,白寿,"这是对九十九岁的雅称，其首字可视为“百”字去掉一笔。"
216,【B4】,第一届随蓝知识竞赛,百舸争流,"这句词也是一个成语，是毛主席所写，形容人们争相前进，最初指的是水上的船。"
217,【Y2】,第一届随蓝知识竞赛,睚眦,"这是中国古代的神兽，龙生九子之一，为第二子，因其怒目而视而得名。其名字也引申出了一个成语，比喻瞪眼这样的小仇也要计较。"
218,【S3】,第一届随蓝知识竞赛,碎叶城,"这是唐代在西域设的重镇，位于现吉尔吉斯斯坦，据说是李白的祖籍，王昌龄在《从军行》中写过。"
219,【Q3】,第一届随蓝知识竞赛,青花瓷,"1.氧化钴 2.蓝白 3.周杰伦 4.釉色"
220,【Y4】,第一届随蓝知识竞赛,焰色反应/焰色测试/焰色实验,"这个物理现象的原理是每种元素都有不同的光谱，常用于检测金属离子。是某些金属及离子在火焰中灼烧时使火焰呈现特征颜色的反应。"
221,【Z2】,第一届随蓝知识竞赛,走马,"1.灯 2.更变 3.兰台 4.观花"
222,【P4】,第一届随蓝知识竞赛,萍水相逢,"这个成语出自《滕王阁序》，比喻不认识的人偶然相遇。就像水草与水一样"
223,【F2】,第一届随蓝知识竞赛,风筝,"这是一个物品，是谜语“阶下儿童仰面时，清明妆点最堪宜。游丝一断浑无力，莫向东风怨别离”的谜底。"
224,【W4】,第一届随蓝知识竞赛,瓦尔登湖,"这是一个美国的湖泊，文学家梭罗曾在此隐居过，并写下同名作品。"
225,【P3】,第一届随蓝知识竞赛,潘帕斯,"1.瓷砖 2.草原 3.雄鹰 4.阿根廷"
226,【Z3】,第一届随蓝知识竞赛,自由人,"这是排球运动员的一个场上位置，该位置球员需穿不同颜色队服。通常在后排换下进攻球员。因可不受次数限制进行换人而得名。"
227,【L5】,第一届随蓝知识竞赛,磷酸二酯键,"这种化学基团广泛存在于核酸中，指一分子磷酸与两个羟基酯化形成的两个酯键。"
228,【R3】,第一届随蓝知识竞赛,若耶溪,"这条河现在叫平水江，位于浙江绍兴，相传是西施浣纱的地方，王籍曾在这写出“鸟鸣山更幽”的名句。"
229,【L2】,第一届随蓝知识竞赛,里海,"这个咸水湖是亚欧大陆分界线的一部分，是世界上最大的湖。"
230,【W4】,第一届随蓝知识竞赛,韦编三绝,"这个成语比喻读书勤奋，是孔子的一个典故，他读《周易》时穿书的竹简断了好几次。"
231,【L3】,第一届随蓝知识竞赛,丽人行,"这首诗描述的是春游的情景，描写的时间是上巳节，即农历三月三日，作者是杜甫。"
232,【X6】,第一届随蓝知识竞赛,小桥流水人家,"这是一句元曲，可以用来描绘周庄。上句是“枯藤老树昏鸦”"
233,【W6】,第一届随蓝知识竞赛,惟觉时之枕席,"这是作者突然从梦中醒来看到的画面。作者梦见自己游了天姥山。"
234,【J4】,第一届随蓝知识竞赛,几何概型,"在这一模型下，随机实验的所有可能结果是无限的，且每个基本结果的概率相同。不同于古典概型。"
235,【F3】,第一届随蓝知识竞赛,复活节,"1.智利 2.火腿 3.基督 4.彩蛋"
236,【X7】,第一届随蓝知识竞赛,闲看儿童捉柳花,"这是作者在一个初夏睡完午觉后无聊看到的情景，小孩子们在抓柳絮。"
237,【P3】,第一届随蓝知识竞赛,葡萄酒,"1.乙醇 2.波尔多 3.凉州词 4.干红"
238,【M4】,第一届随蓝知识竞赛,名落孙山,"这个成语提到了一个以最后一名考中的人。意思是名次在这个人之后，即落第。"
239,【Y2】,第二届随蓝知识竞赛,越位,"这个词指足球比赛中进攻球员在出球时那一刻，在进攻半场，其他进攻方球员所在的位置点比倒数第二个防守球员更靠近对方底线的违例行为。"
240,【E4】,第二届随蓝知识竞赛,二三其德,"这个成语表示不专一，没有一定的操守，有两个数字。出自《诗经·氓》。前两个字是两个相邻的数字。"
241,【J9】,第二届随蓝知识竞赛,寂寞梧桐深院锁清秋,"这句词是作者在秋天夜晚独自登楼看到的画面，受着亡国之苦的他正看着庭院里的梧桐。"
242,【Q4】,第二届随蓝知识竞赛,求之不得,"这个成语也是《诗经》的一句。指想找也找不到，也指迫切希望得到。出自《关雎》"
243,【J3】,第二届随蓝知识竞赛,蒋介石,"这个人曾对中国产生重大影响，也曾执掌政权，与某个事变相关，儿子叫经国。"
244,【S3】,第二届随蓝知识竞赛,苏幕遮,"该词牌本意为“西戎胡语”，双调62字，“酒入愁肠，化作相思泪”出自该词牌。"
245,【C7】,第二届随蓝知识竞赛,才了蚕桑又插田,"这句诗描写了乡村繁忙时期的景象，农历四月，刚刚养完蚕，还要插秧。"
246,【C2】,第二届随蓝知识竞赛,重庆,"这是一座城市，是谜语“双喜临门”的谜底，是直辖市。"
247,【K7】,第二届随蓝知识竞赛,开箱验取石榴裙,"这句诗是作者为了向对方证明自己思念他而哭过写下的，她让对方看看自己的裙子。作者是武则天。"
248,【D7】,第二届随蓝知识竞赛,朵朵花开淡墨痕,"这句诗出自一首题画诗，这句诗便是说自己的梅花是画出来的。作者是王冕。"
249,【M5】,第二届随蓝知识竞赛,秒速五厘米,"这是一部日本电影，叙事主线是一个少年的人生成长，时间跨度达到了13年，分为三幕。电影导演和编剧均为新海诚；片名与一种植物的落花速度有关。"
250,【L3】,第二届随蓝知识竞赛,拉瓦锡,"这位法国科学家大学学的是法律专业，但他热爱化学，并成功证明了氧气约占空气组分的1/5。"
251,【W7】,第二届随蓝知识竞赛,我报路长嗟日暮,"这句词是在回答上天的提问，上天似乎在提问主人公梦魂的去处。出自李清照的《渔家傲》。"
252,【D5】,第二届随蓝知识竞赛,对影成三人,"这句诗写了作者饮酒后看到的月亮、自己的影子以及作者自己，共三个意象。出自李白的《月下独酌》。"
253,【E7】,第二届随蓝知识竞赛,二水中分白鹭洲,"这句诗是在古代南京的一个景点所写，写的是沙洲将江水分为两条河流。出自李白的《登金陵凤凰台》。"
254,【S4】,第二届随蓝知识竞赛,三线合一,"这一定理可表述为等腰三角形中顶角的角平分线，底边的中线，底边的高线，三条线互相重合。"
255,【L4】,第二届随蓝知识竞赛,李代桃僵,"这个成语是三十六计之一，比喻替人受过。含有两种植物。"
256,【G3】,第二届随蓝知识竞赛,国别体,"这是史书的一种形式，即以国家为单位记叙历史事件。如《战国策》属于这一类。"
257,【C2】,第二届随蓝知识竞赛,采薇,"1.植物 2.诗经 3.首阳山 4.杨柳依依"
258,【M5】,第二届随蓝知识竞赛,没在石棱中,"这句诗写的是箭，该箭是李广所射，它穿入了石头。作者是卢纶。"
259,【M3】,第二届随蓝知识竞赛,马拉松,"这是古希腊的一个地名，雅典人在此击败波斯人后，派了一名士兵回到雅典报喜，但不幸跑到终点时猝死。为了纪念这个事件，有一项长跑运动也以此命名，距离为42.195km。"
260,【S2】,第二届随蓝知识竞赛,苏州,"1.韦应物 2.林黛玉 3.江南 4.枫桥"
261,【F7】,第二届随蓝知识竞赛,飞入寻常百姓家,"这句诗写的是一群鸟的去向，这些燕子曾住在南京的大户人家房檐下。"
262,【C4】,第二届随蓝知识竞赛,长亭短亭,"这个成语指旅程遥远，本义是古代送别供旅人休息的两种地方，分别为十里一个和五里一个。"
263,【S3】,第二届随蓝知识竞赛,宋丹丹,"这位演员曾十多次登上春晚，与赵本山是老搭档。主演过《家有儿女》等经典电视剧。"
264,【S5】,第二届随蓝知识竞赛,诗酒趁年华,"这句词表达了及时行乐的意思，作者认为作诗和饮酒都要趁时光尚在。"
265,【G4】,第二届随蓝知识竞赛,工藤新一,"这个日本动漫人物是一名侦探，因被灌下毒药身体变小，后来化名为柯南。"
266,【X2】,第二届随蓝知识竞赛,虚像,"这个词指的是只能从光学器件观察的，不能在光屏上形成的像。"
267,【C2】,第二届随蓝知识竞赛,沧浪,"1.百花潭 2.亭子 3.水清 4.濯缨"
268,【W5】,第二届随蓝知识竞赛,无水硫酸铜,"这是一种白色粉末，可以用来检验水蒸气。它的水溶液为蓝色，遇水产生的结晶又称胆矾。"
269,【S2】,第二届随蓝知识竞赛,随蓝,"这个词含有一种植物的名字，该植物可提取染料。词语意思是从师学习。"
270,【L3】,第二届随蓝知识竞赛,洛杉矶,"1.天使 2.奥运会 3.好莱坞 4.湖人"
271,【D6】,第二届随蓝知识竞赛,登金陵凤凰台,"这首诗是仿崔颢的《黄鹤楼》所写，作者是李白，描写的是南京的一个景点。"
272,【Z3】,第二届随蓝知识竞赛,张韶涵,"这位台湾女歌手曾有一首歌被作为高考作文题，《欧若拉》《隐形的翅膀》都是她的代表作。"
273,【B7】,第二届随蓝知识竞赛,不是遮头是使风,"这句诗写了小孩子在不下雨的时候打伞的原因，目的是用伞做帆来借风使船航行。出自杨万里的《舟过安仁》。"
274,【X3】,第二届随蓝知识竞赛,系动词,"在英语里，这指的是本身有词义，但不能单独用作谓语，其后必须跟表语构成系表结构的动词。"
275,【F3】,第二届随蓝知识竞赛,费德勒,"这位瑞士运动员生有两对双胞胎，是至今男子网球的最佳运动员。"
276,【W4】,第二届随蓝知识竞赛,乌鹊南飞,"这句诗描写了动物的迁徙，苏轼在《前赤壁赋》中引用了曹操的这句诗。"
277,【Y3】,第二届随蓝知识竞赛,玉门关,"1.长风 2.报国 3.羌笛 4.青海"
278,【C4】,第二届随蓝知识竞赛,陈陈相因,"这个成语最初指的是粮食的积累，后来比喻沿袭老一套。是AABC式。"
279,【P4】,第二届随蓝知识竞赛,庞然大物,"这个成语最早用来形容驴，在《浮生六记》中也形容过癞蛤蟆。意思是非常大的东西。"
280,【L5】,第二届随蓝知识竞赛,两句三年得,"这句诗体现了作者写出“独行潭底影，数息树边身”的艰难，作者是贾岛。下句是“一吟双泪流”。"
281,【G5】,第二届随蓝知识竞赛,格列佛游记,"这是一部讽刺小说，讲述了主人公游历大人国、飞岛国等多个国家的故事，作者是斯威夫特。"
